Date,Hour,Month,Month_Name,Week,DayOfWeek,Total_Imp,Total_Exp,Total_Flow,Net_Export,Ontario_Demand,Market_Demand
2025-06-06,12,6,Jun,23,Friday,9,2491,2421,2482,16744,19132
2025-06-06,13,6,Jun,23,Friday,69,2582,2589,2513,16920,19416
2025-06-06,14,6,Jun,23,Friday,69,3057,2872,2988,16755,19675
2025-06-06,15,6,Jun,23,Friday,119,2293,2128,2174,16953,19146
2025-06-06,16,6,Jun,23,Friday,119,2394,2235,2275,17296,19591
2025-06-06,17,6,Jun,23,Friday,109,2475,2331,2366,17743,20125
2025-06-06,18,6,Jun,23,Friday,119,2667,2588,2548,17678,20248
2025-06-06,19,6,Jun,23,Friday,11,2780,2703,2769,17379,20068
2025-06-06,20,6,Jun,23,Friday,97,3050,2921,2953,17291,20248
2025-06-06,21,6,Jun,23,Friday,108,3293,3195,3185,17121,20309
2025-06-06,22,6,Jun,23,Friday,9,3209,3188,3200,16186,19296
2025-06-06,23,6,Jun,23,Friday,9,3277,3218,3268,14965,18155
2025-06-06,24,6,Jun,23,Friday,9,3595,3578,3586,13986,17469
2025-06-07,1,6,Jun,23,Saturday,9,3279,3258,3270,13083,16274
2025-06-07,2,6,Jun,23,Saturday,9,3466,3470,3457,12686,16052
2025-06-07,3,6,Jun,23,Saturday,25,3426,3440,3401,12396,15743
2025-06-07,4,6,Jun,23,Saturday,69,3808,3739,3739,12155,15846
2025-06-07,5,6,Jun,23,Saturday,9,3246,3296,3237,12198,15365
2025-06-07,6,6,Jun,23,Saturday,9,3476,3463,3467,12380,15756
2025-06-07,7,6,Jun,23,Saturday,9,3144,3141,3135,12941,16004
2025-06-07,8,6,Jun,23,Saturday,9,3313,3213,3304,13636,16849
2025-06-07,9,6,Jun,23,Saturday,9,3063,2975,3054,14239,17195
2025-06-07,10,6,Jun,23,Saturday,9,2643,2599,2634,14638,17190
2025-06-07,11,6,Jun,23,Saturday,9,2582,2509,2573,15021,17521
2025-06-07,12,6,Jun,23,Saturday,9,2670,2727,2661,15484,18066
2025-06-07,13,6,Jun,23,Saturday,9,2669,2599,2660,15455,18038
2025-06-07,14,6,Jun,23,Saturday,9,2728,2616,2719,15611,18240
2025-06-07,15,6,Jun,23,Saturday,9,2534,2427,2525,15982,18420
2025-06-07,16,6,Jun,23,Saturday,69,2407,2206,2338,16558,18850
2025-06-07,17,6,Jun,23,Saturday,130,1790,1622,1660,17181,18863
2025-06-07,18,6,Jun,23,Saturday,77,1302,1260,1225,17240,18454
2025-06-07,19,6,Jun,23,Saturday,57,1223,1223,1166,16919,18063
2025-06-07,20,6,Jun,23,Saturday,9,1406,1350,1397,16346,17675
2025-06-07,21,6,Jun,23,Saturday,9,1714,1677,1705,16019,17670
2025-06-07,22,6,Jun,23,Saturday,9,2322,2425,2313,15305,17567
2025-06-07,23,6,Jun,23,Saturday,34,2971,2842,2937,14084,16984
2025-06-07,24,6,Jun,23,Saturday,9,3336,3334,3327,13161,16417
2025-06-08,1,6,Jun,23,Sunday,69,3571,3478,3502,12465,15971
2025-06-08,2,6,Jun,23,Sunday,64,4135,4021,4071,12004,16041
2025-06-08,3,6,Jun,23,Sunday,69,3823,3735,3754,11734,15484
2025-06-08,4,6,Jun,23,Sunday,182,4147,3882,3965,11568,15630
2025-06-08,5,6,Jun,23,Sunday,131,4147,4022,4016,11726,15783
2025-06-08,6,6,Jun,23,Sunday,131,4027,3927,3896,11799,15746
2025-06-08,7,6,Jun,23,Sunday,33,4134,4046,4101,12197,16233
2025-06-08,8,6,Jun,23,Sunday,9,3771,3657,3762,12762,16431
2025-06-08,9,6,Jun,23,Sunday,9,3356,3217,3347,13246,16497
2025-06-08,10,6,Jun,23,Sunday,20,2882,2855,2862,13750,16535
2025-06-08,11,6,Jun,23,Sunday,14,2521,2559,2507,14066,16487
2025-06-08,12,6,Jun,23,Sunday,38,2102,2173,2064,14324,16354
2025-06-08,13,6,Jun,23,Sunday,38,2443,2381,2405,14427,16788
2025-06-08,14,6,Jun,23,Sunday,35,2413,2267,2378,14602,16928
2025-06-08,15,6,Jun,23,Sunday,9,2322,2294,2313,14969,17194
2025-06-08,16,6,Jun,23,Sunday,29,2029,2042,2000,15566,17498
2025-06-08,17,6,Jun,23,Sunday,406,1753,1313,1347,16272,17954
2025-06-08,18,6,Jun,23,Sunday,425,1503,1124,1078,16628,18107
2025-06-08,19,6,Jun,23,Sunday,9,1392,1346,1383,16559,17938
2025-06-08,20,6,Jun,23,Sunday,119,1686,1600,1567,16335,17972
2025-06-08,21,6,Jun,23,Sunday,9,1605,1676,1596,16179,17725
2025-06-08,22,6,Jun,23,Sunday,9,2255,2225,2246,15270,17463
2025-06-08,23,6,Jun,23,Sunday,9,2908,2877,2899,14231,17075
2025-06-08,24,6,Jun,23,Sunday,9,3567,3529,3558,13386,16859
2025-06-09,1,6,Jun,24,Monday,9,3463,3491,3454,12714,16098
2025-06-09,2,6,Jun,24,Monday,69,3892,3793,3823,12384,16175
2025-06-09,3,6,Jun,24,Monday,9,3695,3631,3686,12285,15886
2025-06-09,4,6,Jun,24,Monday,9,3659,3652,3650,12491,16042
2025-06-09,5,6,Jun,24,Monday,9,3341,3357,3332,12888,16111
2025-06-09,6,6,Jun,24,Monday,9,2799,2735,2790,13825,16501
2025-06-09,7,6,Jun,24,Monday,49,2194,2191,2145,15122,17216
2025-06-09,8,6,Jun,24,Monday,49,2081,2093,2032,15671,17657
2025-06-09,9,6,Jun,24,Monday,9,2072,2005,2063,16052,18036
2025-06-09,10,6,Jun,24,Monday,9,2271,2168,2262,16317,18482
2025-06-09,11,6,Jun,24,Monday,9,2019,1961,2010,16448,18371
2025-06-09,12,6,Jun,24,Monday,9,2014,1954,2005,16508,18436
2025-06-09,13,6,Jun,24,Monday,9,2167,2090,2158,16475,18563
2025-06-09,14,6,Jun,24,Monday,9,2425,2323,2416,16445,18786
2025-06-09,15,6,Jun,24,Monday,9,2627,2492,2618,16554,19085
2025-06-09,16,6,Jun,24,Monday,34,2395,2374,2361,17006,19308
2025-06-09,17,6,Jun,24,Monday,34,2337,2227,2303,17558,19793
2025-06-09,18,6,Jun,24,Monday,34,2048,2130,2014,17572,19519
2025-06-09,19,6,Jun,24,Monday,59,1789,1659,1730,17286,18991
2025-06-09,20,6,Jun,24,Monday,59,1996,1892,1937,17281,19190
2025-06-09,21,6,Jun,24,Monday,62,2209,2026,2147,16992,19133
2025-06-09,22,6,Jun,24,Monday,9,2856,2954,2847,16024,18791
2025-06-09,23,6,Jun,24,Monday,9,2901,2771,2892,14725,17528
2025-06-09,24,6,Jun,24,Monday,9,2765,2633,2756,13784,16465
2025-06-10,1,6,Jun,24,Tuesday,9,2830,2829,2821,13387,16136
2025-06-10,2,6,Jun,24,Tuesday,40,3000,2898,2960,12953,15851
2025-06-10,3,6,Jun,24,Tuesday,9,2707,2715,2698,12714,15341
2025-06-10,4,6,Jun,24,Tuesday,9,2954,3127,2945,12804,15677
2025-06-10,5,6,Jun,24,Tuesday,9,3157,3096,3148,12635,15682
2025-06-10,6,6,Jun,24,Tuesday,9,2703,2565,2694,13431,16020
2025-06-10,7,6,Jun,24,Tuesday,9,2148,2156,2139,14787,16839
2025-06-10,8,6,Jun,24,Tuesday,9,2204,2210,2195,15271,17379
2025-06-10,9,6,Jun,24,Tuesday,9,2177,2099,2168,15178,17265
2025-06-10,10,6,Jun,24,Tuesday,9,2327,2349,2318,15422,17660
2025-06-10,11,6,Jun,24,Tuesday,9,2519,2525,2510,15512,17933
2025-06-10,12,6,Jun,24,Tuesday,57,2457,2368,2400,15501,17857
2025-06-10,13,6,Jun,24,Tuesday,24,2542,2478,2518,15698,18121
2025-06-10,14,6,Jun,24,Tuesday,9,2763,2763,2754,15810,18456
2025-06-10,15,6,Jun,24,Tuesday,9,3016,2933,3007,15984,18862
2025-06-10,16,6,Jun,24,Tuesday,59,2701,2563,2642,16246,18811
2025-06-10,17,6,Jun,24,Tuesday,184,2376,2079,2192,16707,18949
2025-06-10,18,6,Jun,24,Tuesday,59,1954,1794,1895,16767,18605
2025-06-10,19,6,Jun,24,Tuesday,59,1774,1601,1715,16939,18592
2025-06-10,20,6,Jun,24,Tuesday,209,1645,1396,1436,16854,18375
2025-06-10,21,6,Jun,24,Tuesday,84,1575,1494,1491,16658,18166
2025-06-10,22,6,Jun,24,Tuesday,84,2225,2123,2141,15829,17996
2025-06-10,23,6,Jun,24,Tuesday,9,2875,2777,2866,14656,17465
2025-06-10,24,6,Jun,24,Tuesday,9,3272,3229,3263,13729,16921
2025-06-11,1,6,Jun,24,Wednesday,9,3340,3340,3331,13103,16362
2025-06-11,2,6,Jun,24,Wednesday,9,3441,3420,3432,12623,15973
2025-06-11,3,6,Jun,24,Wednesday,9,3276,3274,3267,12496,15695
2025-06-11,4,6,Jun,24,Wednesday,9,3524,3426,3515,12300,15740
2025-06-11,5,6,Jun,24,Wednesday,9,3591,3550,3582,12675,16158
2025-06-11,6,6,Jun,24,Wednesday,9,3331,3352,3322,13635,16839
2025-06-11,7,6,Jun,24,Wednesday,9,2656,2585,2647,14720,17269
2025-06-11,8,6,Jun,24,Wednesday,9,2335,2374,2326,15060,17311
2025-06-11,9,6,Jun,24,Wednesday,78,2513,2359,2435,15089,17511
2025-06-11,10,6,Jun,24,Wednesday,9,2496,2404,2487,15256,17667
2025-06-11,11,6,Jun,24,Wednesday,9,2683,2638,2674,15427,18025
2025-06-11,12,6,Jun,24,Wednesday,87,2891,2727,2804,15731,18524
2025-06-11,13,6,Jun,24,Wednesday,9,2800,2796,2791,16097,18797
2025-06-11,14,6,Jun,24,Wednesday,34,2629,2491,2595,16366,18929
2025-06-11,15,6,Jun,24,Wednesday,86,3291,3075,3205,16903,20110
2025-06-11,16,6,Jun,24,Wednesday,151,3506,3201,3355,17686,21081
2025-06-11,17,6,Jun,24,Wednesday,9,3067,2959,3058,18613,21579
2025-06-11,18,6,Jun,24,Wednesday,9,2778,2712,2769,18825,21509
2025-06-11,19,6,Jun,24,Wednesday,105,2744,2573,2639,18869,21496
2025-06-11,20,6,Jun,24,Wednesday,9,2577,2593,2568,18748,21187
2025-06-11,21,6,Jun,24,Wednesday,9,2360,2460,2351,18384,20602
2025-06-11,22,6,Jun,24,Wednesday,9,2455,2349,2446,17263,19583
2025-06-11,23,6,Jun,24,Wednesday,9,2826,2785,2817,16002,18684
2025-06-11,24,6,Jun,24,Wednesday,9,2898,2880,2889,14709,17468
2025-06-12,1,6,Jun,24,Thursday,9,3182,3165,3173,14025,17067
2025-06-12,2,6,Jun,24,Thursday,9,3679,3675,3670,13437,16973
2025-06-12,3,6,Jun,24,Thursday,9,4010,3907,4001,13110,16960
2025-06-12,4,6,Jun,24,Thursday,9,3880,3930,3871,13060,16770
2025-06-12,5,6,Jun,24,Thursday,9,3515,3542,3506,13124,16459
2025-06-12,6,6,Jun,24,Thursday,19,2916,2850,2897,13869,16612
2025-06-12,7,6,Jun,24,Thursday,19,2416,2351,2397,15121,17380
2025-06-12,8,6,Jun,24,Thursday,9,2070,2065,2061,15611,17548
2025-06-12,9,6,Jun,24,Thursday,9,2158,2128,2149,15527,17544
2025-06-12,10,6,Jun,24,Thursday,9,2090,2032,2081,15497,17445
2025-06-12,11,6,Jun,24,Thursday,44,2095,2138,2051,15720,17668
2025-06-12,12,6,Jun,24,Thursday,44,2065,2079,2021,15856,17798
2025-06-12,13,6,Jun,24,Thursday,19,2533,2427,2514,16023,18425
2025-06-12,14,6,Jun,24,Thursday,19,2775,2810,2756,16277,18914
2025-06-12,15,6,Jun,24,Thursday,19,3006,2932,2987,16452,19319
2025-06-12,16,6,Jun,24,Thursday,44,2948,2766,2904,17119,19906
2025-06-12,17,6,Jun,24,Thursday,94,2681,2588,2587,17782,20292
2025-06-12,18,6,Jun,24,Thursday,79,2407,2379,2328,17934,20188
2025-06-12,19,6,Jun,24,Thursday,129,2396,2366,2267,17929,20165
2025-06-12,20,6,Jun,24,Thursday,115,2222,2126,2107,17537,19614
2025-06-12,21,6,Jun,24,Thursday,205,2472,2411,2267,17250,19577
2025-06-12,22,6,Jun,24,Thursday,9,2580,2467,2571,16024,18445
2025-06-12,23,6,Jun,24,Thursday,9,2272,2175,2263,14965,17096
2025-06-12,24,6,Jun,24,Thursday,9,2410,2275,2401,13946,16229
2025-06-13,1,6,Jun,24,Friday,9,2785,2693,2776,13315,15965
2025-06-13,2,6,Jun,24,Friday,9,3331,3125,3322,12752,15944
2025-06-13,3,6,Jun,24,Friday,9,3635,3498,3626,12669,16153
2025-06-13,4,6,Jun,24,Friday,9,3807,3715,3798,12652,16306
2025-06-13,5,6,Jun,24,Friday,9,3680,3566,3671,12868,16379
2025-06-13,6,6,Jun,24,Friday,9,3108,3136,3099,13805,16753
2025-06-13,7,6,Jun,24,Friday,94,2695,2515,2601,14738,17285
2025-06-13,8,6,Jun,24,Friday,249,2483,2329,2234,15318,17660
2025-06-13,9,6,Jun,24,Friday,9,2392,2407,2383,15338,17596
2025-06-13,10,6,Jun,24,Friday,9,2660,2710,2651,15307,17832
2025-06-13,11,6,Jun,24,Friday,9,2740,2636,2731,15312,17923
2025-06-13,12,6,Jun,24,Friday,9,3012,2952,3003,15448,18316
2025-06-13,13,6,Jun,24,Friday,9,2943,2866,2934,15574,18372
2025-06-13,14,6,Jun,24,Friday,9,2935,2893,2926,15712,18489
2025-06-13,15,6,Jun,24,Friday,9,2653,2561,2644,15727,18231
2025-06-13,16,6,Jun,24,Friday,9,2405,2375,2396,16126,18387
2025-06-13,17,6,Jun,24,Friday,9,2144,2272,2135,16495,18507
2025-06-13,18,6,Jun,24,Friday,9,2404,2354,2395,16275,18538
2025-06-13,19,6,Jun,24,Friday,9,2438,2368,2429,16189,18486
2025-06-13,20,6,Jun,24,Friday,9,2634,2536,2625,15984,18456
2025-06-13,21,6,Jun,24,Friday,9,2672,2587,2663,15944,18478
2025-06-13,22,6,Jun,24,Friday,9,3050,3048,3041,15199,18099
2025-06-13,23,6,Jun,24,Friday,9,3280,3220,3271,14356,17485
2025-06-13,24,6,Jun,24,Friday,9,3529,3416,3520,13496,16862
2025-06-14,1,6,Jun,24,Saturday,9,3449,3283,3440,12993,16286
2025-06-14,2,6,Jun,24,Saturday,9,3617,3561,3608,12613,16074
2025-06-14,3,6,Jun,24,Saturday,9,3704,3673,3695,12308,15835
2025-06-14,4,6,Jun,24,Saturday,9,3285,3230,3276,12238,15367
2025-06-14,5,6,Jun,24,Saturday,9,3314,3231,3305,12226,15371
2025-06-14,6,6,Jun,24,Saturday,9,3087,3053,3078,12422,15334
2025-06-14,7,6,Jun,24,Saturday,9,2821,2779,2812,12956,15615
2025-06-14,8,6,Jun,24,Saturday,9,2873,2888,2864,13446,16168
2025-06-14,9,6,Jun,24,Saturday,109,3126,2983,3017,13797,16763
2025-06-14,10,6,Jun,24,Saturday,168,2767,2540,2599,13931,16536
2025-06-14,11,6,Jun,24,Saturday,9,2418,2374,2409,14103,16363
2025-06-14,12,6,Jun,24,Saturday,9,2268,2148,2259,14043,16171
2025-06-14,13,6,Jun,24,Saturday,9,2610,2510,2601,14209,16675
2025-06-14,14,6,Jun,24,Saturday,9,2557,2513,2548,14390,16797
2025-06-14,15,6,Jun,24,Saturday,388,2677,2290,2289,14599,17094
2025-06-14,16,6,Jun,24,Saturday,78,2032,1976,1954,15054,16906
2025-06-14,17,6,Jun,24,Saturday,9,1487,1432,1478,15669,16999
2025-06-14,18,6,Jun,24,Saturday,52,1507,1383,1455,16110,17458
2025-06-14,19,6,Jun,24,Saturday,109,1566,1336,1457,16122,17529
2025-06-14,20,6,Jun,24,Saturday,218,1630,1336,1412,15791,17256
2025-06-14,21,6,Jun,24,Saturday,58,1544,1418,1486,15591,16992
2025-06-14,22,6,Jun,24,Saturday,9,1921,1835,1912,14985,16755
2025-06-14,23,6,Jun,24,Saturday,9,2117,2032,2108,14126,16102
2025-06-14,24,6,Jun,24,Saturday,9,2486,2346,2477,13366,15676
2025-06-15,1,6,Jun,24,Sunday,9,2113,2020,2104,12746,14714
2025-06-15,2,6,Jun,24,Sunday,9,2413,2310,2404,12176,14446
2025-06-15,3,6,Jun,24,Sunday,9,2701,2570,2692,11970,14522
2025-06-15,4,6,Jun,24,Sunday,9,2789,2638,2780,11939,14584
2025-06-15,5,6,Jun,24,Sunday,184,3068,2887,2884,11960,14859
2025-06-15,6,6,Jun,24,Sunday,9,2641,2606,2632,12074,14536
2025-06-15,7,6,Jun,24,Sunday,9,2105,2084,2096,12452,14421
2025-06-15,8,6,Jun,24,Sunday,9,2312,2242,2303,13020,15181
2025-06-15,9,6,Jun,24,Sunday,9,2256,2227,2247,13435,15562
2025-06-15,10,6,Jun,24,Sunday,9,2599,2552,2590,13967,16420
2025-06-15,11,6,Jun,24,Sunday,9,2350,2355,2341,14320,16523
2025-06-15,12,6,Jun,24,Sunday,9,2299,2260,2290,14620,16769
2025-06-15,13,6,Jun,24,Sunday,9,2240,2256,2231,14924,17019
2025-06-15,14,6,Jun,24,Sunday,9,2456,2387,2447,15152,17458
2025-06-15,15,6,Jun,24,Sunday,9,2566,2633,2557,15554,17960
2025-06-15,16,6,Jun,24,Sunday,134,2484,2395,2350,16067,18378
2025-06-15,17,6,Jun,24,Sunday,221,2107,1860,1886,16684,18623
2025-06-15,18,6,Jun,24,Sunday,285,1924,1542,1639,17073,18832
2025-06-15,19,6,Jun,24,Sunday,209,1781,1476,1572,17214,18837
2025-06-15,20,6,Jun,24,Sunday,310,1827,1627,1517,17115,18796
2025-06-15,21,6,Jun,24,Sunday,159,2109,1868,1950,16751,18715
2025-06-15,22,6,Jun,24,Sunday,34,2347,2315,2313,16061,18221
2025-06-15,23,6,Jun,24,Sunday,9,1689,1803,1680,15049,16600
2025-06-15,24,6,Jun,24,Sunday,9,2101,2157,2092,14004,15966
2025-06-16,1,6,Jun,25,Monday,9,2402,2446,2393,13392,15661
2025-06-16,2,6,Jun,25,Monday,9,2747,2747,2738,12983,15602
2025-06-16,3,6,Jun,25,Monday,9,3217,3140,3208,12653,15732
2025-06-16,4,6,Jun,25,Monday,9,3447,3350,3438,12652,15953
2025-06-16,5,6,Jun,25,Monday,9,3471,3455,3462,12956,16257
2025-06-16,6,6,Jun,25,Monday,9,3102,3061,3093,13758,16689
2025-06-16,7,6,Jun,25,Monday,9,2562,2530,2553,14987,17393
2025-06-16,8,6,Jun,25,Monday,9,2394,2390,2385,15645,17891
2025-06-16,9,6,Jun,25,Monday,59,2256,2254,2197,15990,18104
2025-06-16,10,6,Jun,25,Monday,59,2082,1971,2023,16392,18340
2025-06-16,11,6,Jun,25,Monday,59,1990,1863,1931,16820,18699
2025-06-16,12,6,Jun,25,Monday,59,2284,2115,2225,17307,19458
2025-06-16,13,6,Jun,25,Monday,9,2104,2214,2095,18389,20367
2025-06-16,14,6,Jun,25,Monday,219,2119,1962,1900,18344,20338
2025-06-16,15,6,Jun,25,Monday,394,2003,1659,1609,18692,20569
2025-06-16,16,6,Jun,25,Monday,203,1552,1322,1349,19382,20812
2025-06-16,17,6,Jun,25,Monday,472,1217,746,745,20003,21103
2025-06-16,18,6,Jun,25,Monday,461,1144,767,683,20065,21083
2025-06-16,19,6,Jun,25,Monday,359,946,684,587,19992,20833
2025-06-16,20,6,Jun,25,Monday,417,1193,818,776,19635,20714
2025-06-16,21,6,Jun,25,Monday,292,1641,1422,1349,19200,20746
2025-06-16,22,6,Jun,25,Monday,163,2301,1995,2138,17449,19632
2025-06-16,23,6,Jun,25,Monday,9,2202,2054,2193,16090,18167
2025-06-16,24,6,Jun,25,Monday,9,2119,1951,2110,15024,17017
2025-06-17,1,6,Jun,25,Tuesday,34,2011,1918,1977,14329,16234
2025-06-17,2,6,Jun,25,Tuesday,21,2406,2339,2385,13825,16109
2025-06-17,3,6,Jun,25,Tuesday,25,2488,2388,2463,13466,15826
2025-06-17,4,6,Jun,25,Tuesday,9,2531,2598,2522,13507,15923
2025-06-17,5,6,Jun,25,Tuesday,16,3002,2894,2986,13521,16386
2025-06-17,6,6,Jun,25,Tuesday,9,2848,2719,2839,14452,17186
2025-06-17,7,6,Jun,25,Tuesday,20,3212,3038,3192,15865,18948
2025-06-17,8,6,Jun,25,Tuesday,9,3109,3083,3100,16663,19622
2025-06-17,9,6,Jun,25,Tuesday,9,2542,2618,2533,17120,19542
2025-06-17,10,6,Jun,25,Tuesday,20,2561,2489,2541,17415,19850
2025-06-17,11,6,Jun,25,Tuesday,47,2493,2454,2446,17872,20271
2025-06-17,12,6,Jun,25,Tuesday,130,2726,2535,2596,18308,20951
2025-06-17,13,6,Jun,25,Tuesday,174,2629,2521,2455,18672,21218
2025-06-17,14,6,Jun,25,Tuesday,59,2582,2473,2523,19031,21537
2025-06-17,15,6,Jun,25,Tuesday,59,2670,2465,2611,19325,21922
2025-06-17,16,6,Jun,25,Tuesday,321,2776,2390,2455,20237,22929
2025-06-17,17,6,Jun,25,Tuesday,515,2650,1994,2135,20768,23327
2025-06-17,18,6,Jun,25,Tuesday,383,2382,1919,1999,20833,23124
2025-06-17,19,6,Jun,25,Tuesday,84,2110,1916,2026,20822,22848
2025-06-17,20,6,Jun,25,Tuesday,429,2382,2032,1953,20507,22786
2025-06-17,21,6,Jun,25,Tuesday,162,2188,2034,2026,19845,21955
2025-06-17,22,6,Jun,25,Tuesday,347,2496,2072,2149,18638,21060
2025-06-17,23,6,Jun,25,Tuesday,149,2973,2703,2824,17264,20122
2025-06-17,24,6,Jun,25,Tuesday,59,2921,2747,2862,16122,18929
2025-06-18,1,6,Jun,25,Wednesday,9,3250,3139,3241,15381,18497
2025-06-18,2,6,Jun,25,Wednesday,9,3100,3047,3091,14847,17819
2025-06-18,3,6,Jun,25,Wednesday,9,3108,2999,3099,14474,17462
2025-06-18,4,6,Jun,25,Wednesday,9,3323,3226,3314,14432,17623
2025-06-18,5,6,Jun,25,Wednesday,21,3371,3247,3350,14829,18054
2025-06-18,6,6,Jun,25,Wednesday,109,3205,2960,3096,15963,19014
2025-06-18,7,6,Jun,25,Wednesday,85,2715,2674,2630,17500,20077
2025-06-18,8,6,Jun,25,Wednesday,239,2206,2167,1967,18436,20525
2025-06-18,9,6,Jun,25,Wednesday,123,2029,1851,1906,18779,20704
2025-06-18,10,6,Jun,25,Wednesday,479,2188,1653,1709,19375,21455
2025-06-18,11,6,Jun,25,Wednesday,693,2136,1368,1443,19865,21894
2025-06-18,12,6,Jun,25,Wednesday,1021,2011,1125,990,20130,21996
2025-06-18,13,6,Jun,25,Wednesday,723,1310,741,587,20528,21713
2025-06-18,14,6,Jun,25,Wednesday,519,1098,431,579,20122,21113
2025-06-18,15,6,Jun,25,Wednesday,677,1413,786,736,20317,21602
2025-06-18,16,6,Jun,25,Wednesday,495,1176,675,681,20345,21412
2025-06-18,17,6,Jun,25,Wednesday,661,1162,476,501,20296,21353
2025-06-18,18,6,Jun,25,Wednesday,524,1179,729,655,20243,21308
2025-06-18,19,6,Jun,25,Wednesday,556,1459,852,903,20227,21572
2025-06-18,20,6,Jun,25,Wednesday,454,1775,1296,1321,19972,21646
2025-06-18,21,6,Jun,25,Wednesday,449,2480,2087,2031,20000,22386
2025-06-18,22,6,Jun,25,Wednesday,389,3123,2671,2734,18597,21618
2025-06-18,23,6,Jun,25,Wednesday,49,3457,3397,3408,17243,20552
2025-06-18,24,6,Jun,25,Wednesday,47,3161,3104,3114,15879,18906
2025-06-19,1,6,Jun,25,Thursday,9,3009,2934,3000,14885,17783
2025-06-19,2,6,Jun,25,Thursday,9,3147,3044,3138,14362,17400
2025-06-19,3,6,Jun,25,Thursday,9,3611,3538,3602,14164,17635
2025-06-19,4,6,Jun,25,Thursday,9,3510,3442,3501,14072,17458
2025-06-19,5,6,Jun,25,Thursday,9,3777,3876,3768,14547,18191
2025-06-19,6,6,Jun,25,Thursday,9,3897,3948,3888,15287,19042
2025-06-19,7,6,Jun,25,Thursday,9,3699,3646,3690,16417,19970
2025-06-19,8,6,Jun,25,Thursday,9,3391,3295,3382,17250,20517
2025-06-19,9,6,Jun,25,Thursday,9,3453,3400,3444,17582,20894
2025-06-19,10,6,Jun,25,Thursday,9,3147,3141,3138,17682,20702
2025-06-19,11,6,Jun,25,Thursday,9,3187,3180,3178,17855,20904
2025-06-19,12,6,Jun,25,Thursday,9,2969,2881,2960,18118,20976
2025-06-19,13,6,Jun,25,Thursday,260,3398,3108,3138,18365,21633
2025-06-19,14,6,Jun,25,Thursday,468,3267,2796,2799,18221,21326
2025-06-19,15,6,Jun,25,Thursday,9,2423,2411,2414,18100,20404
2025-06-19,16,6,Jun,25,Thursday,9,2548,2632,2539,18117,20538
2025-06-19,17,6,Jun,25,Thursday,9,2548,2631,2539,18151,20571
2025-06-19,18,6,Jun,25,Thursday,62,2145,1883,2083,17801,19787
2025-06-19,19,6,Jun,25,Thursday,9,1192,1261,1183,17667,18759
2025-06-19,20,6,Jun,25,Thursday,39,2060,1947,2021,17559,19501
2025-06-19,21,6,Jun,25,Thursday,9,2542,2436,2533,17448,19874
2025-06-19,22,6,Jun,25,Thursday,9,3065,2930,3056,16681,19604
2025-06-19,23,6,Jun,25,Thursday,9,2897,2892,2888,15528,18286
2025-06-19,24,6,Jun,25,Thursday,9,2911,2929,2902,14332,17108
2025-06-20,1,6,Jun,25,Friday,50,3027,2861,2977,13547,16442
2025-06-20,2,6,Jun,25,Friday,50,3114,3102,3064,13278,16269
2025-06-20,3,6,Jun,25,Friday,50,3353,3304,3303,12859,16088
2025-06-20,4,6,Jun,25,Friday,50,3606,3468,3556,12868,16336
2025-06-20,5,6,Jun,25,Friday,50,3500,3404,3450,13272,16624
2025-06-20,6,6,Jun,25,Friday,50,3213,3301,3163,14078,17135
2025-06-20,7,6,Jun,25,Friday,51,2769,2596,2718,14985,17613
2025-06-20,8,6,Jun,25,Friday,50,2539,2428,2489,15768,18160
2025-06-20,9,6,Jun,25,Friday,50,2158,2057,2108,15996,18036
2025-06-20,10,6,Jun,25,Friday,50,2366,2235,2316,16263,18502
2025-06-20,11,6,Jun,25,Friday,50,2292,2211,2242,16660,18834
2025-06-20,12,6,Jun,25,Friday,50,2460,2265,2410,17098,19435
2025-06-20,13,6,Jun,25,Friday,50,2549,2479,2499,17577,20010
2025-06-20,14,6,Jun,25,Friday,50,2736,2690,2686,17837,20439
2025-06-20,15,6,Jun,25,Friday,50,2307,2317,2257,17917,20096
2025-06-20,16,6,Jun,25,Friday,50,2163,2097,2113,18307,20350
2025-06-20,17,6,Jun,25,Friday,174,2168,1935,1994,18715,20760
2025-06-20,18,6,Jun,25,Friday,106,2161,2028,2055,18764,20811
2025-06-20,19,6,Jun,25,Friday,133,2434,2293,2301,18638,20943
2025-06-20,20,6,Jun,25,Friday,100,2555,2348,2455,18253,20674
2025-06-20,21,6,Jun,25,Friday,100,2615,2507,2515,18057,20538
2025-06-20,22,6,Jun,25,Friday,50,2547,2426,2497,17214,19622
2025-06-20,23,6,Jun,25,Friday,50,2376,2301,2326,15869,18112
2025-06-20,24,6,Jun,25,Friday,50,2377,2212,2327,14678,16899
2025-06-21,1,6,Jun,25,Saturday,9,1880,1748,1871,13880,15634
2025-06-21,2,6,Jun,25,Saturday,9,1996,1921,1987,13512,15373
2025-06-21,3,6,Jun,25,Saturday,9,1935,1851,1926,13119,14934
2025-06-21,4,6,Jun,25,Saturday,9,2100,1989,2091,12896,14876
2025-06-21,5,6,Jun,25,Saturday,9,2240,2206,2231,12870,14982
2025-06-21,6,6,Jun,25,Saturday,30,2260,2314,2230,13084,15197
2025-06-21,7,6,Jun,25,Saturday,34,1753,1608,1719,13491,15117
2025-06-21,8,6,Jun,25,Saturday,9,1729,1564,1720,14443,16060
2025-06-21,9,6,Jun,25,Saturday,65,2084,1897,2019,15592,17571
