Date,Hour,Month,Month_Name,Week,DayOfWeek,Total_Imp,Total_Exp,Total_Flow,Net_Export,Ontario_Demand,Market_Demand
2025-02-15,16,2,Feb,7,Saturday,909,2137,1480,1228,19020,21007
2025-02-15,17,2,Feb,7,Saturday,1735,1869,320,134,18939,20679
2025-02-15,18,2,Feb,7,Saturday,2328,1870,-251,-458,19453,21193
2025-02-15,19,2,Feb,7,Saturday,2062,1861,-27,-201,19835,21571
2025-02-15,20,2,Feb,7,Saturday,1594,1689,264,95,19416,20990
2025-02-15,21,2,Feb,7,Saturday,1192,1800,777,608,18759,20459
2025-02-15,22,2,Feb,7,Saturday,1076,2063,1103,987,18081,20054
2025-02-15,23,2,Feb,7,Saturday,983,2379,1599,1396,17407,19687
2025-02-15,24,2,Feb,7,Saturday,734,2581,2004,1847,16666,19127
2025-02-16,1,2,Feb,7,Sunday,399,2555,2282,2156,16130,18561
2025-02-16,2,2,Feb,7,Sunday,321,2515,2308,2194,15897,18276
2025-02-16,3,2,Feb,7,Sunday,108,2571,2605,2463,15756,18186
2025-02-16,4,2,Feb,7,Sunday,175,2565,2574,2390,15696,18123
2025-02-16,5,2,Feb,7,Sunday,331,2683,2496,2352,15603,18140
2025-02-16,6,2,Feb,7,Sunday,317,2687,2575,2370,15871,18416
2025-02-16,7,2,Feb,7,Sunday,117,2536,2678,2419,16299,18713
2025-02-16,8,2,Feb,7,Sunday,435,2731,2463,2296,16677,19283
2025-02-16,9,2,Feb,7,Sunday,326,2921,2832,2595,17346,20127
2025-02-16,10,2,Feb,7,Sunday,396,2825,2650,2429,17977,20674
2025-02-16,11,2,Feb,7,Sunday,541,2815,2400,2274,18740,21419
2025-02-16,12,2,Feb,7,Sunday,721,2724,2219,2003,19249,21827
2025-02-16,13,2,Feb,7,Sunday,786,2581,2057,1795,19343,21773
2025-02-16,14,2,Feb,7,Sunday,498,2356,2015,1858,19115,21326
2025-02-16,15,2,Feb,7,Sunday,497,2047,1756,1550,18925,20843
2025-02-16,16,2,Feb,7,Sunday,912,2297,1535,1385,18978,21152
2025-02-16,17,2,Feb,7,Sunday,957,2741,1999,1784,19237,21828
2025-02-16,18,2,Feb,7,Sunday,1104,2501,1584,1397,19616,21979
2025-02-16,19,2,Feb,7,Sunday,1428,2511,1233,1083,19701,22094
2025-02-16,20,2,Feb,7,Sunday,1495,2914,1533,1419,19344,22117
2025-02-16,21,2,Feb,7,Sunday,920,2708,1936,1788,18804,21373
2025-02-16,22,2,Feb,7,Sunday,745,2685,2121,1940,18154,20704
2025-02-16,23,2,Feb,7,Sunday,412,2578,2329,2166,17271,19728
2025-02-16,24,2,Feb,7,Sunday,179,2811,2726,2632,16660,19329
2025-02-17,1,2,Feb,8,Monday,40,2680,2775,2640,16112,18666
2025-02-17,2,2,Feb,8,Monday,104,2837,2837,2733,15730,18428
2025-02-17,3,2,Feb,8,Monday,41,2825,2907,2784,15699,18393
2025-02-17,4,2,Feb,8,Monday,41,3011,3061,2970,15729,18587
2025-02-17,5,2,Feb,8,Monday,229,2916,2893,2687,15828,18609
2025-02-17,6,2,Feb,8,Monday,276,3156,2976,2880,16155,19179
2025-02-17,7,2,Feb,8,Monday,288,3471,3370,3183,16695,20024
2025-02-17,8,2,Feb,8,Monday,243,3757,3583,3514,17078,20682
2025-02-17,9,2,Feb,8,Monday,172,3732,3614,3560,17637,21190
2025-02-17,10,2,Feb,8,Monday,294,3026,2919,2732,17713,20605
2025-02-17,11,2,Feb,8,Monday,302,3263,3042,2961,17732,20854
2025-02-17,12,2,Feb,8,Monday,319,3202,2920,2883,17917,20972
2025-02-17,13,2,Feb,8,Monday,307,3159,3019,2852,18105,21113
2025-02-17,14,2,Feb,8,Monday,239,3192,3066,2953,17928,20966
2025-02-17,15,2,Feb,8,Monday,364,3166,2927,2802,17805,20821
2025-02-17,16,2,Feb,8,Monday,373,3230,2895,2857,18024,21102
2025-02-17,17,2,Feb,8,Monday,605,3195,2685,2590,18884,21930
2025-02-17,18,2,Feb,8,Monday,518,3123,2700,2605,19659,22632
2025-02-17,19,2,Feb,8,Monday,1141,3061,2067,1920,19971,22898
2025-02-17,20,2,Feb,8,Monday,858,3370,2600,2512,19859,23087
2025-02-17,21,2,Feb,8,Monday,644,3307,2804,2663,19505,22679
2025-02-17,22,2,Feb,8,Monday,475,3528,0,3053,18954,22362
2025-02-17,23,2,Feb,8,Monday,610,3813,0,3203,18153,21837
2025-02-17,24,2,Feb,8,Monday,471,3854,0,3383,17233,20937
2025-02-18,1,2,Feb,8,Tuesday,548,3584,3136,3036,16677,20129
2025-02-18,2,2,Feb,8,Tuesday,416,3786,3468,3370,16482,20122
2025-02-18,3,2,Feb,8,Tuesday,562,3582,3239,3020,16706,20160
2025-02-18,4,2,Feb,8,Tuesday,441,3531,3304,3090,16787,20208
2025-02-18,5,2,Feb,8,Tuesday,534,3862,3518,3328,17000,20733
2025-02-18,6,2,Feb,8,Tuesday,798,3800,3248,3002,17704,21363
2025-02-18,7,2,Feb,8,Tuesday,1166,3638,2804,2472,18717,22204
2025-02-18,8,2,Feb,8,Tuesday,829,3177,2531,2348,19731,22790
2025-02-18,9,2,Feb,8,Tuesday,668,3118,2554,2450,20001,23021
2025-02-18,10,2,Feb,8,Tuesday,1161,3449,2433,2288,19869,23204
2025-02-18,11,2,Feb,8,Tuesday,902,3296,2501,2394,19613,22795
2025-02-18,12,2,Feb,8,Tuesday,1096,3414,2395,2318,19436,22718
2025-02-18,13,2,Feb,8,Tuesday,1432,3315,2040,1883,19243,22453
2025-02-18,14,2,Feb,8,Tuesday,1699,3639,2068,1940,19214,22718
2025-02-18,15,2,Feb,8,Tuesday,1446,3305,2037,1859,19241,22417
2025-02-18,16,2,Feb,8,Tuesday,1621,3074,1624,1453,19508,22447
2025-02-18,17,2,Feb,8,Tuesday,1312,2746,1565,1434,20292,22916
2025-02-18,18,2,Feb,8,Tuesday,1078,2908,2069,1830,21142,23922
2025-02-18,19,2,Feb,8,Tuesday,1091,2767,1903,1676,21272,23903
2025-02-18,20,2,Feb,8,Tuesday,1622,2574,1172,952,21072,23528
2025-02-18,21,2,Feb,8,Tuesday,1741,2828,1240,1087,20591,23281
2025-02-18,22,2,Feb,8,Tuesday,971,2643,1759,1672,19849,22369
2025-02-18,23,2,Feb,8,Tuesday,743,2941,2269,2198,18808,21637
2025-02-18,24,2,Feb,8,Tuesday,896,3430,2623,2534,18129,21394
2025-02-19,1,2,Feb,8,Wednesday,225,2882,2686,2657,17566,20312
2025-02-19,2,2,Feb,8,Wednesday,336,3127,2880,2791,17270,20260
2025-02-19,3,2,Feb,8,Wednesday,352,3326,3071,2974,17184,20352
2025-02-19,4,2,Feb,8,Wednesday,311,3161,2949,2850,17120,20135
2025-02-19,5,2,Feb,8,Wednesday,923,3185,2366,2262,17157,20188
2025-02-19,6,2,Feb,8,Wednesday,1378,2945,1692,1567,17623,20390
2025-02-19,7,2,Feb,8,Wednesday,1091,2098,1090,1007,18866,20827
2025-02-19,8,2,Feb,8,Wednesday,1171,2255,1119,1084,20024,22132
2025-02-19,9,2,Feb,8,Wednesday,1348,2018,725,670,20208,22116
2025-02-19,10,2,Feb,8,Wednesday,1302,2423,1115,1121,20068,22386
2025-02-19,11,2,Feb,8,Wednesday,1696,2839,1242,1143,19811,22530
2025-02-19,12,2,Feb,8,Wednesday,1507,2765,1411,1258,19582,22229
2025-02-19,13,2,Feb,8,Wednesday,1452,2822,1476,1370,19258,21961
2025-02-19,14,2,Feb,8,Wednesday,1557,2988,1450,1431,19284,22153
2025-02-19,15,2,Feb,8,Wednesday,1896,3096,1233,1200,19552,22528
2025-02-19,16,2,Feb,8,Wednesday,2240,3275,1125,1035,19854,22991
2025-02-19,17,2,Feb,8,Wednesday,2507,3008,693,501,20502,23373
2025-02-19,18,2,Feb,8,Wednesday,1890,2506,700,616,21000,23381
2025-02-19,19,2,Feb,8,Wednesday,2260,2518,495,258,21302,23696
2025-02-19,20,2,Feb,8,Wednesday,2285,2596,432,311,20984,23453
2025-02-19,21,2,Feb,8,Wednesday,1726,2664,968,938,20512,23033
2025-02-19,22,2,Feb,8,Wednesday,1143,2623,1511,1480,19797,22301
2025-02-19,23,2,Feb,8,Wednesday,1120,2860,1744,1740,18833,21564
2025-02-19,24,2,Feb,8,Wednesday,704,2952,2330,2248,18052,20841
2025-02-20,1,2,Feb,8,Thursday,468,2327,2033,1859,17393,19562
2025-02-20,2,2,Feb,8,Thursday,209,1948,1781,1739,16924,18729
2025-02-20,3,2,Feb,8,Thursday,169,1876,1791,1707,16881,18642
2025-02-20,4,2,Feb,8,Thursday,198,2454,2397,2256,16886,19205
2025-02-20,5,2,Feb,8,Thursday,476,2645,2189,2169,16888,19386
2025-02-20,6,2,Feb,8,Thursday,818,2511,1777,1693,17539,19923
2025-02-20,7,2,Feb,8,Thursday,1049,2815,1890,1766,18743,21400
2025-02-20,8,2,Feb,8,Thursday,601,2261,1717,1660,19991,22128
2025-02-20,9,2,Feb,8,Thursday,1147,2382,1374,1235,20076,22306
2025-02-20,10,2,Feb,8,Thursday,728,1929,1293,1201,19880,21678
2025-02-20,11,2,Feb,8,Thursday,902,1906,1190,1004,19670,21429
2025-02-20,12,2,Feb,8,Thursday,651,1553,1060,902,19327,20769
2025-02-20,13,2,Feb,8,Thursday,664,1612,1169,948,18895,20404
2025-02-20,14,2,Feb,8,Thursday,1222,1876,804,654,18897,20659
2025-02-20,15,2,Feb,8,Thursday,1046,2046,1096,1000,19071,20998
2025-02-20,16,2,Feb,8,Thursday,1104,2263,1227,1159,19393,21512
2025-02-20,17,2,Feb,8,Thursday,953,2020,1234,1067,20008,21909
2025-02-20,18,2,Feb,8,Thursday,1069,2679,1810,1610,20462,23004
2025-02-20,19,2,Feb,8,Thursday,1326,2843,1647,1517,20676,23376
2025-02-20,20,2,Feb,8,Thursday,828,2848,2094,2020,20709,23402
2025-02-20,21,2,Feb,8,Thursday,506,2271,1953,1765,20179,22302
2025-02-20,22,2,Feb,8,Thursday,356,2246,1905,1890,19478,21581
2025-02-20,23,2,Feb,8,Thursday,10,2133,2164,2123,18597,20622
2025-02-20,24,2,Feb,8,Thursday,256,2760,2577,2504,17909,20550
2025-02-21,1,2,Feb,8,Friday,288,3351,3232,3063,17265,20484
2025-02-21,2,2,Feb,8,Friday,338,3517,3253,3179,16782,20151
2025-02-21,3,2,Feb,8,Friday,230,3448,3335,3218,16738,20051
2025-02-21,4,2,Feb,8,Friday,311,3626,3465,3315,16685,20170
2025-02-21,5,2,Feb,8,Friday,238,3544,3382,3306,16885,20281
2025-02-21,6,2,Feb,8,Friday,838,3318,2743,2480,17334,20490
2025-02-21,7,2,Feb,8,Friday,789,2884,2201,2095,18582,21297
2025-02-21,8,2,Feb,8,Friday,359,2346,2004,1987,19753,21935
2025-02-21,9,2,Feb,8,Friday,610,1687,1159,1077,19927,21493
2025-02-21,10,2,Feb,8,Friday,825,1851,1169,1026,20007,21728
2025-02-21,11,2,Feb,8,Friday,455,1815,1464,1360,19751,21437
2025-02-21,12,2,Feb,8,Friday,757,2077,1436,1320,19383,21307
2025-02-21,13,2,Feb,8,Friday,280,1903,1688,1623,18952,20704
2025-02-21,14,2,Feb,8,Friday,496,1819,1417,1323,18595,20264
2025-02-21,15,2,Feb,8,Friday,368,1782,1508,1414,18434,20074
2025-02-21,16,2,Feb,8,Friday,241,1704,1510,1463,18487,20066
2025-02-21,17,2,Feb,8,Friday,305,1670,1446,1365,19180,20757
2025-02-21,18,2,Feb,8,Friday,385,1727,1473,1342,19940,21596
2025-02-21,19,2,Feb,8,Friday,1345,2216,1150,871,20348,22473
2025-02-21,20,2,Feb,8,Friday,1196,2074,1103,878,20097,22098
2025-02-21,21,2,Feb,8,Friday,854,2052,1292,1198,19547,21530
2025-02-21,22,2,Feb,8,Friday,301,1813,1789,1512,18960,20724
2025-02-21,23,2,Feb,8,Friday,527,2335,1970,1808,17934,20223
2025-02-21,24,2,Feb,8,Friday,313,2604,2410,2291,17058,19624
2025-02-22,1,2,Feb,8,Saturday,370,3354,3081,2984,16579,19835
2025-02-22,2,2,Feb,8,Saturday,48,3159,3371,3111,16184,19253
2025-02-22,3,2,Feb,8,Saturday,72,3246,3398,3174,15931,19073
2025-02-22,4,2,Feb,8,Saturday,134,3273,3283,3139,15798,18974
2025-02-22,5,2,Feb,8,Saturday,115,3276,3261,3161,15850,19032
2025-02-22,6,2,Feb,8,Saturday,326,3292,3162,2966,16213,19415
2025-02-22,7,2,Feb,8,Saturday,374,3275,3108,2901,16780,19967
2025-02-22,8,2,Feb,8,Saturday,110,3368,3451,3258,17368,20636
2025-02-22,9,2,Feb,8,Saturday,9,3418,3531,3409,17786,21074
2025-02-22,10,2,Feb,8,Saturday,149,2886,2914,2737,17969,20758
2025-02-22,11,2,Feb,8,Saturday,149,3117,3125,2968,17885,20884
2025-02-22,12,2,Feb,8,Saturday,149,2836,2860,2687,17935,20665
2025-02-22,13,2,Feb,8,Saturday,150,2766,2906,2616,17743,20399
2025-02-22,14,2,Feb,8,Saturday,150,2684,2677,2534,17297,19880
2025-02-22,15,2,Feb,8,Saturday,186,2751,2673,2565,17260,19914
2025-02-22,16,2,Feb,8,Saturday,277,2934,2750,2657,17627,20464
2025-02-22,17,2,Feb,8,Saturday,200,2778,2712,2578,18341,21010
2025-02-22,18,2,Feb,8,Saturday,200,2421,2473,2221,19044,21356
2025-02-22,19,2,Feb,8,Saturday,585,2132,1793,1547,19220,21240
2025-02-22,20,2,Feb,8,Saturday,529,1967,1609,1438,18823,20695
2025-02-22,21,2,Feb,8,Saturday,539,2429,2034,1890,18288,20604
2025-02-22,22,2,Feb,8,Saturday,221,2537,2414,2316,17790,20231
2025-02-22,23,2,Feb,8,Saturday,10,2781,2918,2771,17269,19929
2025-02-22,24,2,Feb,8,Saturday,49,2584,2717,2535,16624,19094
2025-02-23,1,2,Feb,8,Sunday,39,2606,2700,2567,15980,18468
2025-02-23,2,2,Feb,8,Sunday,39,2456,2584,2417,15588,17929
2025-02-23,3,2,Feb,8,Sunday,39,2456,2559,2417,15457,17805
2025-02-23,4,2,Feb,8,Sunday,40,2579,2675,2539,15437,17903
2025-02-23,5,2,Feb,8,Sunday,77,2618,2712,2541,15381,17883
2025-02-23,6,2,Feb,8,Sunday,55,2619,2685,2564,15526,18037
2025-02-23,7,2,Feb,8,Sunday,114,2716,2800,2602,15984,18592
2025-02-23,8,2,Feb,8,Sunday,151,2822,2778,2671,16480,19178
2025-02-23,9,2,Feb,8,Sunday,37,2553,2666,2516,17104,19532
2025-02-23,10,2,Feb,8,Sunday,129,2273,2464,2144,17567,19732
2025-02-23,11,2,Feb,8,Sunday,341,2287,1984,1946,17395,19569
2025-02-23,12,2,Feb,8,Sunday,577,2158,1709,1581,17566,19616
2025-02-23,13,2,Feb,8,Sunday,662,2224,1723,1562,17663,19771
2025-02-23,14,2,Feb,8,Sunday,516,2106,1758,1590,17473,19472
2025-02-23,15,2,Feb,8,Sunday,447,2080,1796,1633,17503,19480
2025-02-23,16,2,Feb,8,Sunday,925,2188,1507,1263,17720,19799
2025-02-23,17,2,Feb,8,Sunday,1126,2212,1279,1086,18426,20540
2025-02-23,18,2,Feb,8,Sunday,1210,2449,1328,1239,18885,21234
2025-02-23,19,2,Feb,8,Sunday,1833,2732,1054,899,19291,21911
2025-02-23,20,2,Feb,8,Sunday,1090,2695,1692,1605,19072,21649
2025-02-23,21,2,Feb,8,Sunday,729,2523,1961,1794,18481,20888
2025-02-23,22,2,Feb,8,Sunday,535,2395,2005,1860,17823,20125
2025-02-23,23,2,Feb,8,Sunday,2,2654,2849,2652,17025,19575
2025-02-23,24,2,Feb,8,Sunday,41,2787,2890,2746,16081,18759
2025-02-24,1,2,Feb,9,Monday,55,2792,2962,2737,15400,18091
2025-02-24,2,2,Feb,9,Monday,55,3008,3144,2953,14904,17800
2025-02-24,3,2,Feb,9,Monday,155,2938,2856,2783,14786,17614
2025-02-24,4,2,Feb,9,Monday,184,2963,2873,2779,14828,17677
2025-02-24,5,2,Feb,9,Monday,184,2871,2792,2687,14967,17727
2025-02-24,6,2,Feb,9,Monday,280,2887,2766,2607,15578,18377
2025-02-24,7,2,Feb,9,Monday,390,3499,3277,3109,16916,20316
2025-02-24,8,2,Feb,9,Monday,66,3702,3801,3636,18091,21672
2025-02-24,9,2,Feb,9,Monday,218,3113,2987,2895,18045,21043
2025-02-24,10,2,Feb,9,Monday,218,2627,2478,2409,17993,20527
2025-02-24,11,2,Feb,9,Monday,99,2495,2543,2396,17924,20319
2025-02-24,12,2,Feb,9,Monday,140,2285,2283,2145,17541,19733
2025-02-24,13,2,Feb,9,Monday,140,2155,2109,2015,17338,19397
2025-02-24,14,2,Feb,9,Monday,70,2069,2142,1999,17200,19170
2025-02-24,15,2,Feb,9,Monday,140,2148,2087,2008,17164,19193
2025-02-24,16,2,Feb,9,Monday,235,1929,1807,1694,17223,19072
2025-02-24,17,2,Feb,9,Monday,280,2575,2425,2295,17895,20372
2025-02-24,18,2,Feb,9,Monday,75,2788,2889,2713,18545,21251
2025-02-24,19,2,Feb,9,Monday,283,3301,3127,3018,18840,22033
2025-02-24,20,2,Feb,9,Monday,399,3185,2957,2786,18680,21751
2025-02-24,21,2,Feb,9,Monday,141,2970,2931,2829,18218,21061
2025-02-24,22,2,Feb,9,Monday,140,2455,2470,2315,17503,19841
2025-02-24,23,2,Feb,9,Monday,93,2147,2144,2054,16570,18626
2025-02-24,24,2,Feb,9,Monday,57,2522,2535,2465,15812,18240
2025-02-25,1,2,Feb,9,Tuesday,64,2844,2950,2780,15349,18078
2025-02-25,2,2,Feb,9,Tuesday,64,2646,2673,2582,14825,17360
2025-02-25,3,2,Feb,9,Tuesday,64,2653,2785,2589,14657,17181
2025-02-25,4,2,Feb,9,Tuesday,64,2413,2429,2349,14509,16817
2025-02-25,5,2,Feb,9,Tuesday,64,2828,2853,2764,14824,17526
2025-02-25,6,2,Feb,9,Tuesday,64,2828,2827,2764,15501,18216
2025-02-25,7,2,Feb,9,Tuesday,103,3155,3214,3052,16832,19868
2025-02-25,8,2,Feb,9,Tuesday,10,3219,3289,3209,18011,21089
2025-02-25,9,2,Feb,9,Tuesday,197,2606,2604,2409,18173,20642
2025-02-25,10,2,Feb,9,Tuesday,197,2125,2139,1928,18020,20032
2025-02-25,11,2,Feb,9,Tuesday,150,2064,1987,1914,17568,19510
2025-02-25,12,2,Feb,9,Tuesday,290,1794,1733,1504,17015,18709
2025-02-25,13,2,Feb,9,Tuesday,291,1883,1648,1592,16782,18564
2025-02-25,14,2,Feb,9,Tuesday,290,1782,1521,1492,16829,18529
2025-02-25,15,2,Feb,9,Tuesday,290,2182,1915,1892,16856,18929
2025-02-25,16,2,Feb,9,Tuesday,289,2021,1887,1732,17083,18999
2025-02-25,17,2,Feb,9,Tuesday,290,1997,1804,1707,17924,19827
2025-02-25,18,2,Feb,9,Tuesday,245,2287,2247,2042,18723,20909
2025-02-25,19,2,Feb,9,Tuesday,1249,2344,1274,1095,18823,21066
2025-02-25,20,2,Feb,9,Tuesday,1023,2351,1414,1328,18937,21148
2025-02-25,21,2,Feb,9,Tuesday,175,1779,1740,1604,18616,20260
2025-02-25,22,2,Feb,9,Tuesday,149,2147,2130,1998,17919,19912
2025-02-25,23,2,Feb,9,Tuesday,119,2205,2242,2086,16919,18965
2025-02-25,24,2,Feb,9,Tuesday,147,2185,2148,2038,16040,18076
2025-02-26,1,2,Feb,9,Wednesday,192,2303,2230,2111,15387,17539
2025-02-26,2,2,Feb,9,Wednesday,216,2183,2065,1967,14853,16855
2025-02-26,3,2,Feb,9,Wednesday,144,1883,1862,1739,14872,16594
2025-02-26,4,2,Feb,9,Wednesday,226,1816,1755,1590,14858,16525
2025-02-26,5,2,Feb,9,Wednesday,144,2046,2051,1902,15148,17035
2025-02-26,6,2,Feb,9,Wednesday,214,1889,1871,1675,15884,17631
2025-02-26,7,2,Feb,9,Wednesday,181,2072,2098,1891,17205,19139
2025-02-26,8,2,Feb,9,Wednesday,208,1887,1912,1679,18191,20000
2025-02-26,9,2,Feb,9,Wednesday,158,1784,1935,1626,17995,19696
2025-02-26,10,2,Feb,9,Wednesday,10,1493,1661,1483,17096,18528
2025-02-26,11,2,Feb,9,Wednesday,150,1644,1571,1494,16794,18363
2025-02-26,12,2,Feb,9,Wednesday,10,1526,1579,1516,16810,18260
2025-02-26,13,2,Feb,9,Wednesday,10,1478,1572,1468,16979,18380
2025-02-26,14,2,Feb,9,Wednesday,66,1428,1492,1362,16872,18232
2025-02-26,15,2,Feb,9,Wednesday,117,1398,1432,1281,16846,18210
2025-02-26,16,2,Feb,9,Wednesday,270,1403,1356,1133,16846,18210
2025-02-26,17,2,Feb,9,Wednesday,151,1388,1534,1237,17431,18996
2025-02-26,18,2,Feb,9,Wednesday,112,1385,1417,1273,18304,19752
2025-02-26,19,2,Feb,9,Wednesday,697,1238,836,541,18956,20114
2025-02-26,20,2,Feb,9,Wednesday,753,1729,1156,976,18870,20487
2025-02-26,21,2,Feb,9,Wednesday,290,1618,1527,1328,18601,20115
2025-02-26,22,2,Feb,9,Wednesday,232,1817,1658,1585,17781,19496
2025-02-26,23,2,Feb,9,Wednesday,250,1999,1862,1749,17088,18979
2025-02-26,24,2,Feb,9,Wednesday,249,2235,2098,1986,16224,18331
2025-02-27,1,2,Feb,9,Thursday,250,1873,1834,1623,15540,17296
2025-02-27,2,2,Feb,9,Thursday,223,1770,1601,1547,15037,16698
2025-02-27,3,2,Feb,9,Thursday,177,1939,1866,1762,15154,16981
2025-02-27,4,2,Feb,9,Thursday,238,1953,1849,1715,15175,17008
2025-02-27,5,2,Feb,9,Thursday,208,1740,1627,1532,15367,17001
2025-02-27,6,2,Feb,9,Thursday,214,1883,1837,1669,16033,17807
2025-02-27,7,2,Feb,9,Thursday,207,2048,1943,1841,17275,19216
2025-02-27,8,2,Feb,9,Thursday,125,2126,2164,2001,18567,20550
2025-02-27,9,2,Feb,9,Thursday,288,1746,1689,1458,18926,20516
2025-02-27,10,2,Feb,9,Thursday,215,1371,1383,1156,18547,19777
2025-02-27,11,2,Feb,9,Thursday,152,1368,1290,1216,18365,19603
2025-02-27,12,2,Feb,9,Thursday,152,1733,1751,1581,18262,19845
2025-02-27,13,2,Feb,9,Thursday,87,1541,1613,1454,18048,19465
2025-02-27,14,2,Feb,9,Thursday,36,1906,2023,1870,17861,19626
2025-02-27,15,2,Feb,9,Thursday,33,2061,2141,2028,17349,19270
2025-02-27,16,2,Feb,9,Thursday,33,2161,2168,2128,17720,19759
2025-02-27,17,2,Feb,9,Thursday,152,2735,2741,2583,18810,21387
2025-02-27,18,2,Feb,9,Thursday,41,2485,2706,2444,19112,21446
2025-02-27,19,2,Feb,9,Thursday,444,2449,2280,2005,19067,21386
2025-02-27,20,2,Feb,9,Thursday,460,2730,2393,2270,18847,21457
2025-02-27,21,2,Feb,9,Thursday,189,2947,2948,2758,18412,21208
2025-02-27,22,2,Feb,9,Thursday,39,2535,2583,2496,17831,20236
2025-02-27,23,2,Feb,9,Thursday,9,2624,2678,2615,17047,19553
2025-02-27,24,2,Feb,9,Thursday,202,2829,2694,2627,16306,18999
2025-02-28,1,2,Feb,9,Friday,230,2735,2659,2505,15787,18385
2025-02-28,2,2,Feb,9,Friday,233,2710,2597,2477,15246,17805
2025-02-28,3,2,Feb,9,Friday,230,2413,2327,2183,15329,17609
2025-02-28,4,2,Feb,9,Friday,228,2463,2417,2235,15425,17747
2025-02-28,5,2,Feb,9,Friday,238,2403,2327,2165,15699,17969
2025-02-28,6,2,Feb,9,Friday,347,2467,2305,2120,16297,18616
2025-02-28,7,2,Feb,9,Friday,728,2136,1712,1408,17581,19581
2025-02-28,8,2,Feb,9,Friday,771,2048,1442,1277,18347,20240
2025-02-28,9,2,Feb,9,Friday,560,1284,909,724,18175,19344
2025-02-28,10,2,Feb,9,Friday,1344,1503,377,159,17825,19188
2025-02-28,11,2,Feb,9,Friday,1385,1470,279,85,17655,18989
2025-02-28,12,2,Feb,9,Friday,1557,1343,-177,-214,17528,18729
2025-02-28,13,2,Feb,9,Friday,1261,1368,113,107,17396,18617
2025-02-28,14,2,Feb,9,Friday,1229,1478,242,249,17386,18740
2025-02-28,15,2,Feb,9,Friday,1294,2012,936,718,17906,19785
2025-02-28,16,2,Feb,9,Friday,1258,2428,1326,1170,18100,20378
2025-02-28,17,2,Feb,9,Friday,1229,2403,1224,1174,18374,20621
2025-02-28,18,2,Feb,9,Friday,304,2178,1944,1874,18938,20972
2025-02-28,19,2,Feb,9,Friday,405,2244,2062,1839,19089,21191
2025-02-28,20,2,Feb,9,Friday,272,2059,1803,1787,18621,20579
2025-02-28,21,2,Feb,9,Friday,152,2494,2454,2342,18397,20786
2025-02-28,22,2,Feb,9,Friday,9,2500,2563,2491,17644,20041
2025-02-28,23,2,Feb,9,Friday,9,2472,2498,2463,16761,19139
2025-02-28,24,2,Feb,9,Friday,79,2741,2762,2662,16089,18707
2025-03-01,1,3,Mar,9,Saturday,107,2537,2667,2430,15551,17983
2025-03-01,2,3,Mar,9,Saturday,64,3065,3067,3001,14802,17752
2025-03-01,3,3,Mar,9,Saturday,64,3205,3240,3141,14718,17803
2025-03-01,4,3,Mar,9,Saturday,64,3243,3353,3179,14801,17927
2025-03-01,5,3,Mar,9,Saturday,64,3526,3572,3462,14928,18305
2025-03-01,6,3,Mar,9,Saturday,64,3251,3361,3187,15485,18570
2025-03-01,7,3,Mar,9,Saturday,9,2763,3021,2754,16352,18953
2025-03-01,8,3,Mar,9,Saturday,9,2279,2372,2270,16618,18737
2025-03-01,9,3,Mar,9,Saturday,9,1994,2045,1985,16999,18847
2025-03-01,10,3,Mar,9,Saturday,9,2027,2090,2018,17200,19104
2025-03-01,11,3,Mar,9,Saturday,9,2273,2343,2264,17255,19385
2025-03-01,12,3,Mar,9,Saturday,12,2262,2309,2250,17371,19490
2025-03-01,13,3,Mar,9,Saturday,152,2284,2345,2132,17599,19731
2025-03-01,14,3,Mar,9,Saturday,12,2066,2201,2054,17168,19084
2025-03-01,15,3,Mar,9,Saturday,19,2053,2086,2034,17090,19004
2025-03-01,16,3,Mar,9,Saturday,12,2244,2314,2232,17394,19492
2025-03-01,17,3,Mar,9,Saturday,11,2182,2266,2171,17981,20041
2025-03-01,18,3,Mar,9,Saturday,11,2571,2531,2560,18833,21282
2025-03-01,19,3,Mar,9,Saturday,152,3113,3195,2961,19773,22747
2025-03-01,20,3,Mar,9,Saturday,220,2841,2784,2621,19331,22042
2025-03-01,21,3,Mar,9,Saturday,292,2909,2748,2617,18982,21744
2025-03-01,22,3,Mar,9,Saturday,152,2551,2518,2399,18410,20827
2025-03-01,23,3,Mar,9,Saturday,73,2318,2346,2245,17677,19875
2025-03-01,24,3,Mar,9,Saturday,64,2472,2534,2408,17009,19366
2025-03-02,1,3,Mar,9,Sunday,64,2727,2731,2663,16733,19348
2025-03-02,2,3,Mar,9,Sunday,96,2929,2971,2833,16485,19296
2025-03-02,3,3,Mar,9,Sunday,64,3079,3183,3015,16444,19399
2025-03-02,4,3,Mar,9,Sunday,64,3047,3058,2983,16306,19221
2025-03-02,5,3,Mar,9,Sunday,64,2808,2842,2744,16458,19146
2025-03-02,6,3,Mar,9,Sunday,64,2939,3046,2875,16813,19629
2025-03-02,7,3,Mar,9,Sunday,149,2873,2891,2724,17208,19931
2025-03-02,8,3,Mar,9,Sunday,221,2295,2304,2074,17427,19596
2025-03-02,9,3,Mar,9,Sunday,371,2142,1834,1771,17538,19541
2025-03-02,10,3,Mar,9,Sunday,264,1903,1778,1639,17666,19446
2025-03-02,11,3,Mar,9,Sunday,223,1908,1752,1685,17534,19313
