\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2026-01-31 08:02:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow
2025-02-09,14,0,0,4,0,0,23,425,100,-129,0,0,-13,0,1856,1687,9,936,934,0,0,324,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,113,0,0,0,434,2901,2950
2025-02-09,15,0,0,0,0,0,23,534,200,-173,0,0,-1,38,1938,1895,9,937,933,0,0,323,0,0,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,113,0,0,0,581,3084,3116
2025-02-09,16,0,0,0,0,0,22,590,150,-343,0,0,-1,13,1818,1743,9,800,793,0,0,325,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,113,0,0,0,612,2777,2653
2025-02-09,17,0,0,1,0,0,23,690,0,-491,0,0,2,0,1776,1627,9,508,496,0,0,325,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,113,0,0,0,699,2293,2101
2025-02-09,18,50,0,-49,0,0,24,550,230,-371,20,0,-18,0,1575,1635,497,589,88,0,0,325,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,113,0,0,0,1117,2403,1751
2025-02-09,19,51,0,-55,0,0,25,570,230,-218,30,0,-26,25,1904,1834,911,622,-262,0,0,321,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,113,0,0,0,1587,2765,1741
2025-02-09,20,0,0,-5,0,0,25,380,190,-187,0,0,-3,25,1295,1450,294,604,311,0,0,326,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,114,0,0,0,699,2098,2043
2025-02-09,21,50,0,-49,0,0,25,430,40,-305,55,0,-54,25,1648,1507,303,615,321,0,0,326,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,114,0,0,0,863,2312,1897
2025-02-09,22,48,0,-48,0,0,25,141,0,-273,0,0,-1,200,1515,1464,9,565,567,0,0,325,0,0,2,0,0,0,0,9,7,0,0,0,0,0,0,0,0,114,0,0,0,398,2089,2182
2025-02-09,23,0,0,-1,0,0,24,1,0,-255,7,0,-7,0,1160,1507,9,836,831,0,0,322,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,114,0,0,0,17,2005,2546
2025-02-09,24,50,0,-47,0,0,23,2,5,-147,80,0,-53,0,1573,1858,9,840,834,0,0,321,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,114,0,0,0,141,2427,2910
2025-02-10,1,34,0,-33,0,0,23,100,0,-170,0,0,-5,0,1377,1595,9,815,815,0,0,323,0,0,2,0,0,0,0,29,7,0,0,0,0,0,1,0,0,114,0,0,0,143,2221,2672
2025-02-10,2,34,0,-34,0,0,22,42,0,-57,60,25,-11,0,1455,1587,9,931,921,0,0,323,0,0,2,0,0,0,0,29,-6,0,0,0,0,0,1,0,0,114,0,0,0,145,2440,2862
2025-02-10,3,34,17,-17,0,0,22,0,133,18,75,0,-72,0,1475,1549,9,714,716,0,0,324,0,0,2,0,0,0,0,29,-12,0,0,0,0,0,1,0,0,113,0,0,0,118,2368,2644
2025-02-10,4,34,0,-31,0,0,22,0,0,-72,71,0,-72,0,1475,1521,9,876,875,0,0,323,0,0,2,0,0,0,0,29,-14,0,0,0,0,0,0,0,0,113,0,0,0,114,2380,2667
2025-02-10,5,86,0,-83,0,0,22,105,0,-155,80,0,-74,0,1358,1434,9,931,929,0,0,324,0,0,2,0,0,0,0,29,-9,0,0,0,0,0,1,0,0,113,0,0,0,280,2318,2504
2025-02-10,6,34,0,-35,0,0,22,376,0,-118,58,0,-63,0,1459,1277,9,918,906,0,0,324,0,0,2,0,0,0,0,29,-9,0,0,0,0,0,1,0,0,113,0,0,0,477,2406,2420
2025-02-10,7,83,0,-79,0,0,23,760,0,-530,70,0,-66,0,1469,1269,9,530,540,0,0,326,0,0,2,0,0,0,0,29,-5,0,0,0,0,0,0,0,0,113,0,0,0,922,2028,1593
2025-02-10,8,106,0,-97,0,0,25,726,0,-685,80,0,-71,539,1403,873,96,888,790,0,0,325,0,0,2,0,0,0,0,29,-1,0,0,0,0,0,1,0,0,113,0,0,0,1547,2320,1275
2025-02-10,9,100,0,-39,0,0,26,830,0,-627,80,0,-69,422,1420,856,98,727,626,0,0,324,0,0,2,0,0,0,0,29,2,0,0,0,0,0,1,0,0,113,0,0,0,1530,2176,1215
2025-02-10,10,0,0,-6,0,0,26,885,0,-598,0,20,21,33,1297,1017,224,548,334,0,0,325,0,0,2,0,0,0,0,29,7,0,0,0,0,0,0,0,0,113,0,0,0,1142,1894,1241
2025-02-10,11,64,0,-60,0,0,25,830,0,-673,0,20,22,61,1272,1131,166,495,334,0,0,324,0,0,2,0,0,0,0,29,15,0,0,0,0,0,0,0,0,113,0,0,0,1121,1816,1233
2025-02-10,12,93,0,-53,0,0,25,415,0,-493,0,20,26,312,1402,1257,52,560,501,0,0,324,0,0,2,0,0,0,0,29,11,0,0,0,0,0,1,0,0,113,0,0,0,872,2011,1714
2025-02-10,13,47,0,-16,0,0,24,250,0,-391,0,22,21,212,1395,1263,315,486,177,0,0,325,0,0,2,0,0,0,0,29,3,0,0,0,0,0,1,0,0,113,0,0,0,824,1932,1522
2025-02-10,14,110,0,-104,0,0,23,250,0,-233,0,22,21,339,1765,1406,498,555,66,0,0,325,0,0,2,0,0,0,0,29,6,0,0,0,0,0,0,0,0,113,0,0,0,1197,2371,1625
2025-02-10,15,110,0,-112,0,0,23,200,0,-261,0,22,20,312,1790,1497,509,605,103,0,0,325,0,0,2,0,0,0,0,29,2,0,0,0,0,0,1,0,0,113,0,0,0,1131,2446,1713
2025-02-10,16,103,0,-105,0,0,23,251,0,-240,0,22,21,298,1911,1529,586,532,-36,0,0,324,0,0,2,0,0,0,0,29,18,0,0,0,0,0,1,0,0,113,0,0,0,1238,2494,1650
2025-02-10,17,131,0,-130,0,0,24,288,0,-142,0,22,21,275,1670,1267,847,563,-259,0,0,325,0,0,2,0,0,0,0,29,7,0,0,0,0,0,1,0,0,114,0,0,0,1541,2284,1230
2025-02-10,18,128,0,-128,0,0,25,712,190,-305,0,22,21,617,1555,900,639,469,-145,0,0,324,0,0,2,0,0,0,0,29,6,0,0,0,0,0,1,0,0,113,0,0,0,2096,2265,814
2025-02-10,19,124,0,-124,0,0,27,692,190,-469,0,22,20,800,1050,411,104,634,516,0,0,324,0,0,2,0,0,0,0,29,7,0,0,0,0,0,1,0,0,114,0,0,0,1720,1925,829
2025-02-10,20,132,0,-131,0,0,27,641,218,-511,0,22,21,629,1117,641,384,655,283,0,0,325,0,0,2,0,0,0,0,29,10,0,0,0,0,0,1,0,0,114,0,0,0,1786,2041,782
2025-02-10,21,99,0,-98,0,0,27,935,0,-544,0,22,21,362,1535,926,392,810,409,0,0,326,0,0,2,0,0,0,0,29,12,0,0,0,0,0,1,0,0,114,0,0,0,1788,2396,1196
2025-02-10,22,94,0,-93,0,0,27,380,0,-212,0,22,22,50,1673,1541,909,618,-241,0,0,326,0,0,2,0,0,0,0,29,12,0,0,0,0,0,1,0,0,114,0,0,0,1433,2342,1499
2025-02-10,23,135,0,-132,0,0,26,514,0,-554,0,22,21,50,1417,1427,256,492,233,0,0,325,0,0,2,0,0,0,0,29,11,0,0,0,0,0,1,0,0,114,0,0,0,955,1960,1474
2025-02-10,24,164,0,-163,0,0,26,415,0,-613,0,22,20,95,1695,1825,290,353,76,0,0,324,0,0,2,0,0,0,0,29,9,0,0,0,0,0,1,0,0,114,0,0,0,964,2099,1621
2025-02-11,1,154,0,-155,0,0,25,306,0,-553,0,22,20,1,1491,1736,9,371,343,0,0,325,0,0,2,0,0,0,0,29,6,0,0,0,0,0,1,0,0,114,0,0,0,470,1913,1864
2025-02-11,2,110,0,-130,0,0,25,574,0,-346,0,22,20,0,1560,1428,9,588,587,0,0,325,0,0,2,0,0,0,0,29,6,0,0,0,0,0,0,0,0,113,0,0,0,693,2199,2030
2025-02-11,3,0,0,-40,0,0,25,412,0,-323,0,22,20,0,1524,1451,9,668,673,0,0,325,0,0,2,0,0,0,0,29,-8,0,0,0,0,0,1,0,0,113,0,0,0,421,2243,2239
2025-02-11,4,34,0,-34,0,0,25,330,40,-245,0,22,19,66,1541,1403,9,865,861,0,0,324,0,0,2,0,0,0,0,29,-8,0,0,0,0,0,1,0,0,113,0,0,0,439,2497,2461
2025-02-11,5,136,0,-132,0,0,24,0,0,-97,0,22,19,0,1540,1590,9,859,856,0,0,324,0,0,2,0,0,0,0,29,-7,0,0,0,0,0,0,0,0,113,0,0,0,145,2450,2692
2025-02-11,6,155,0,-153,0,0,25,151,0,-112,0,22,20,104,1664,1480,9,885,881,0,0,323,0,0,2,0,0,0,0,29,-7,0,0,0,0,0,1,0,0,113,0,0,0,419,2600,2573
2025-02-11,7,0,0,-9,0,0,26,600,0,-216,0,22,19,88,1676,1197,9,877,865,0,0,324,0,0,2,0,0,0,0,29,-3,0,0,0,0,0,1,0,0,113,0,0,0,697,2604,2319
2025-02-11,8,0,0,3,0,0,27,462,0,39,0,22,20,0,1323,872,9,574,565,0,0,323,0,0,2,0,0,0,0,29,-4,0,0,0,0,0,1,0,0,113,0,0,0,471,1948,1961
2025-02-11,9,134,0,-115,0,0,28,291,40,171,0,22,22,351,1451,748,409,624,215,0,0,322,0,0,2,0,0,0,0,29,-2,0,0,0,0,0,1,0,0,113,0,0,0,1185,2166,1505
2025-02-11,10,134,0,-133,0,0,28,162,0,143,0,22,23,58,1266,988,809,477,-302,0,0,323,0,0,2,0,0,0,0,29,-6,0,0,0,0,0,1,0,0,114,0,0,0,1163,1794,1181
2025-02-11,11,133,0,-123,0,0,27,301,0,-4,0,22,23,350,1252,714,509,452,-48,0,0,324,0,0,2,0,0,0,0,29,-5,0,0,0,0,0,1,0,0,114,0,0,0,1293,1755,1025
2025-02-11,12,133,0,-129,0,0,26,443,0,-42,0,24,23,229,1300,804,400,456,56,0,0,327,0,0,2,0,0,0,0,29,2,0,0,0,0,0,1,0,0,114,0,0,0,1205,1809,1184
2025-02-11,13,130,0,-130,0,0,25,393,0,-137,0,24,21,321,1425,805,718,445,-261,0,0,326,0,0,2,0,0,0,0,29,7,0,0,0,0,0,1,0,0,114,0,0,0,1562,1923,773
2025-02-11,14,130,0,-130,0,0,24,470,0,-162,0,24,21,315,1342,802,770,423,-340,0,0,326,0,0,2,0,0,0,0,29,12,0,0,0,0,0,1,0,0,114,0,0,0,1685,1818,670
2025-02-11,15,130,0,-133,0,0,24,513,200,-239,0,24,21,277,1534,1149,980,325,-636,0,0,325,0,0,2,0,0,0,0,29,17,0,0,0,0,0,1,0,0,114,0,0,0,1900,2112,645
2025-02-11,16,102,0,-105,0,0,24,533,200,-292,0,24,23,594,1566,957,875,271,-585,0,0,326,0,0,2,0,0,0,0,29,-6,0,0,0,0,0,1,0,0,114,0,0,0,2104,2090,459
2025-02-11,17,165,0,-158,0,0,24,751,300,-251,0,24,24,180,1417,1022,1009,465,-527,0,0,325,0,0,2,0,0,0,0,29,0,0,0,0,0,0,1,0,0,114,0,0,0,2105,2235,576
2025-02-11,18,131,0,-133,0,0,26,878,340,-217,0,24,23,290,1573,963,909,520,-368,0,0,325,0,0,2,0,0,0,0,29,-2,0,0,0,0,0,1,0,0,114,0,0,0,2208,2486,734
2025-02-11,19,130,0,-125,0,0,27,977,374,-372,0,24,22,885,1676,564,609,731,130,0,0,325,0,0,2,0,0,0,0,29,2,0,0,0,0,0,1,0,0,114,0,0,0,2601,2834,690
2025-02-11,20,161,0,-131,0,0,28,748,266,-410,0,25,22,559,1467,774,509,828,340,0,0,327,0,0,2,0,0,0,0,29,11,0,0,0,0,0,0,0,0,114,0,0,0,1977,2615,1077
2025-02-11,21,165,0,-151,0,0,28,383,140,-441,0,25,22,910,1317,625,118,798,675,0,0,327,0,0,2,0,0,0,0,29,40,0,0,0,0,0,1,0,0,114,0,0,0,1576,2309,1242
2025-02-11,22,165,0,-164,0,0,28,261,0,-425,0,25,23,303,1400,1322,518,611,122,0,0,326,0,0,2,0,0,0,0,29,29,0,0,0,0,0,1,0,0,114,0,0,0,1247,2065,1378
2025-02-11,23,164,0,-164,0,0,27,386,0,-457,0,25,22,100,1378,1284,425,643,239,0,0,326,0,0,2,0,0,0,0,29,52,0,0,0,0,0,0,0,0,114,0,0,0,1075,2075,1445
2025-02-11,24,115,0,-118,0,0,26,500,40,-500,0,25,20,0,1446,1533,463,870,420,0,0,323,0,0,2,0,0,0,0,29,54,0,0,0,0,0,0,0,0,114,0,0,0,1078,2410,1874
2025-02-12,1,165,0,-161,0,0,25,359,40,-475,0,24,23,100,1700,1794,637,1037,413,0,0,325,0,0,2,0,0,0,0,29,61,0,0,0,0,0,0,0,0,114,0,0,0,1261,2830,2121
2025-02-12,2,164,40,-125,0,0,25,330,0,-583,0,24,21,96,1581,1721,637,1271,638,0,0,325,0,0,2,0,0,0,0,29,58,0,0,0,0,0,0,0,0,114,0,0,0,1227,2945,2196
2025-02-12,3,165,40,-128,0,0,24,330,150,-479,0,24,21,75,1646,1847,827,1341,528,0,0,324,0,0,2,0,0,0,0,29,55,0,0,0,0,0,1,0,0,114,0,0,0,1397,3230,2309
2025-02-12,4,165,0,-162,0,0,24,225,0,-184,0,24,20,45,1645,1572,445,1272,839,0,0,322,0,0,2,0,0,0,0,29,57,0,0,0,0,0,0,0,0,114,0,0,0,880,2970,2604
2025-02-12,5,156,0,-153,0,0,24,50,40,-84,0,24,21,83,1683,1706,346,1470,1127,0,0,4,0,0,2,0,0,0,0,29,49,0,0,0,0,0,0,0,0,114,0,0,0,635,3246,2810
2025-02-12,6,165,0,-161,0,0,25,126,40,-205,0,24,21,135,1735,1705,225,1281,1064,0,0,0,0,0,2,0,0,0,0,29,44,0,0,0,0,0,0,0,0,114,0,0,0,651,3109,2609
2025-02-12,7,115,0,-117,0,0,26,107,40,-99,0,24,26,481,1770,1437,65,1091,1032,0,0,0,0,0,2,0,0,0,0,29,30,0,0,0,0,0,0,0,0,113,0,0,0,768,2954,2450
2025-02-12,8,136,0,-132,0,0,27,150,0,16,0,24,22,525,1490,969,80,1069,987,0,0,0,0,0,2,0,0,0,0,29,28,0,0,0,0,0,0,0,0,113,0,0,0,891,2612,2032
2025-02-12,9,135,0,-108,0,0,28,200,40,-21,0,24,21,622,1651,957,318,972,660,0,0,0,0,0,2,0,0,0,0,29,28,0,0,0,0,0,0,0,0,113,0,0,0,1275,2716,1680
2025-02-12,10,19,0,-26,0,0,28,200,155,-45,0,24,21,713,1896,1144,718,1253,542,0,0,0,0,0,2,0,0,0,0,29,25,0,0,0,0,0,0,0,0,113,0,0,0,1650,3357,1804
2025-02-12,11,85,0,-78,0,0,27,200,50,142,0,24,20,346,1903,1312,709,1310,615,0,0,0,0,0,2,0,0,0,0,29,11,0,0,0,0,0,0,0,0,113,0,0,0,1340,3316,2164
2025-02-12,12,134,0,-100,0,0,25,376,150,4,0,21,20,446,2146,1356,516,1394,892,0,0,0,0,0,2,0,0,0,0,29,28,0,0,0,0,0,0,0,0,113,0,0,0,1472,3740,2340
2025-02-12,13,164,0,-120,0,0,25,75,150,210,0,21,20,100,1807,1529,161,1313,1150,0,0,0,0,0,2,0,0,0,0,29,33,0,0,0,0,0,0,0,0,113,0,0,0,500,3320,2962
2025-02-12,14,165,0,-129,0,0,24,55,390,450,0,21,18,150,1986,1646,709,1240,560,0,0,0,0,0,2,0,0,0,0,29,50,0,0,0,0,0,1,0,0,113,0,0,0,1079,3666,2735
2025-02-12,15,165,0,-157,0,0,23,30,550,588,0,21,18,11,1606,1637,378,1270,896,0,0,0,0,0,2,0,0,0,0,29,49,0,0,0,0,0,0,0,0,113,0,0,0,584,3476,3169
2025-02-12,16,164,0,-162,0,0,23,143,550,376,0,21,21,325,1820,1513,309,1241,946,0,0,0,0,0,2,0,0,0,0,29,51,0,0,0,0,0,0,0,0,113,0,0,0,941,3661,2883
2025-02-12,17,123,0,-120,0,0,24,324,650,410,0,21,20,299,1852,1388,309,1474,1171,0,0,0,0,0,2,0,0,0,0,29,52,0,0,0,0,0,0,0,0,113,0,0,0,1055,4026,3060
2025-02-12,18,165,0,-92,0,0,25,336,550,556,0,21,20,191,2091,1549,317,1445,1135,0,0,0,0,0,2,0,0,0,0,29,47,0,0,0,0,0,0,0,0,113,0,0,0,1009,4136,3355
2025-02-12,19,89,0,-66,0,0,27,325,365,281,0,21,22,509,1709,1069,352,1408,1060,0,0,0,0,0,2,0,0,0,0,29,45,0,0,0,0,0,1,0,0,113,0,0,0,1275,3532,2554
2025-02-12,20,0,0,-2,0,0,28,490,483,-21,0,23,21,395,1640,1225,409,1426,1019,0,0,0,0,0,2,0,0,0,0,29,44,0,0,0,0,0,1,0,0,113,0,0,0,1294,3601,2430
2025-02-12,21,155,0,-145,0,0,28,299,200,34,0,23,21,188,1510,1188,509,1360,867,0,0,0,0,0,2,0,0,0,0,29,53,0,0,0,0,0,0,0,0,113,0,0,0,1151,3122,2161
2025-02-12,22,156,0,-158,0,0,28,225,200,-115,0,23,21,330,1405,1177,409,1335,933,0,0,0,0,0,2,0,0,0,0,29,50,0,0,0,0,0,1,0,0,113,0,0,0,1120,2992,2052
2025-02-12,23,165,0,-163,0,0,27,269,200,-345,0,23,21,200,1150,1238,399,1361,970,0,0,0,0,0,2,0,0,0,0,29,52,0,0,0,0,0,1,0,0,113,0,0,0,1033,2763,1916
2025-02-12,24,88,43,-68,0,0,27,348,176,-316,0,23,21,0,1422,1543,406,1392,990,0,0,0,0,0,2,0,0,0,0,29,49,0,0,0,0,0,1,0,0,111,0,0,0,842,3085,2360
2025-02-13,1,0,0,0,0,0,26,52,100,-31,0,21,20,20,1540,1571,18,787,777,0,0,0,0,0,2,0,0,0,0,29,44,0,0,0,0,0,1,0,0,110,0,0,0,90,2477,2520
2025-02-13,2,34,0,-30,0,0,26,50,0,-73,0,21,20,20,1495,1429,9,691,688,0,0,0,0,0,2,0,0,0,0,29,47,0,0,0,0,0,1,0,0,109,0,0,0,113,2236,2219
2025-02-13,3,34,51,13,0,0,26,50,140,-74,0,21,20,0,1334,1508,109,811,707,0,0,0,0,0,2,0,0,0,0,29,46,0,0,0,0,0,1,0,0,109,0,0,0,193,2386,2358
2025-02-13,4,72,51,-19,0,0,26,262,200,-208,0,21,19,20,1265,1472,109,854,750,0,0,0,0,0,2,0,0,0,0,29,32,0,0,0,0,0,1,0,0,109,0,0,0,463,2420,2184
2025-02-13,5,39,0,-37,0,0,26,280,150,-274,0,21,19,20,1265,1456,9,813,802,0,0,0,0,0,2,0,0,0,0,29,33,0,0,0,0,0,1,0,0,93,0,0,0,348,2278,2121
2025-02-13,6,84,0,-82,0,0,27,387,0,-342,0,21,20,10,1365,1391,51,673,624,0,0,0,0,0,2,0,0,0,0,29,31,0,0,0,0,0,2,0,0,93,0,0,0,532,2088,1766
2025-02-13,7,136,0,-97,0,0,27,361,40,-476,0,21,20,264,1215,1174,509,1013,515,0,0,0,0,0,2,0,0,0,0,29,31,0,0,0,0,0,2,0,0,113,0,0,0,1270,2318,1311
2025-02-13,8,136,0,-122,0,0,29,589,40,-700,0,21,21,280,775,659,489,1235,749,0,0,0,0,0,2,0,0,0,0,29,28,0,0,0,0,0,1,0,0,113,0,0,0,1494,2100,780
2025-02-13,9,136,0,-113,0,0,30,509,40,-324,0,21,22,170,992,554,507,1257,756,0,0,0,0,0,2,0,0,0,0,29,60,0,0,0,0,0,2,0,0,113,0,0,0,1322,2339,1102
2025-02-13,10,134,0,-126,0,0,30,657,40,-441,0,21,22,50,1375,1203,377,1323,950,0,0,0,0,0,2,0,0,0,0,29,43,0,0,0,0,0,2,0,0,113,0,0,0,1218,2788,1798
2025-02-13,11,165,0,-114,0,0,29,501,0,-455,0,21,21,222,1662,1400,410,1303,898,0,0,0,0,0,2,0,0,0,0,29,42,0,0,0,0,0,1,0,0,113,0,0,0,1298,3015,1937
2025-02-13,12,134,0,-69,0,0,27,593,300,-339,0,21,21,150,1715,1595,170,845,658,0,0,0,0,0,2,0,0,0,0,29,36,0,0,0,0,0,2,0,0,113,0,0,0,1047,2910,2046
2025-02-13,13,0,0,-6,0,0,26,176,200,-107,0,21,20,58,1645,1735,9,376,368,0,0,0,0,0,2,0,0,0,0,29,35,0,0,0,0,0,1,0,0,113,0,0,0,243,2271,2187
2025-02-13,14,0,0,0,0,0,26,243,200,16,0,21,20,106,1925,1731,147,376,248,0,0,0,0,0,2,0,0,0,0,29,19,0,0,0,0,0,1,0,0,113,0,0,0,496,2551,2176
2025-02-13,15,0,0,-2,0,0,26,170,250,13,0,24,22,0,1566,1561,9,571,569,0,0,0,0,0,2,0,0,0,0,29,14,0,0,0,0,0,1,0,0,113,0,0,0,179,2440,2319
2025-02-13,16,0,0,-2,0,0,25,412,290,-47,0,24,22,0,1773,1666,9,768,765,0,0,0,0,0,2,0,0,0,0,29,15,0,0,0,0,0,1,0,0,113,0,0,0,421,2884,2560
2025-02-13,17,0,0,-2,0,0,26,251,520,150,0,24,23,0,1474,1589,9,831,821,0,0,0,0,0,2,0,0,0,0,29,15,0,0,0,0,0,1,0,0,112,0,0,0,260,2878,2737
2025-02-13,18,11,0,-8,0,0,27,506,627,226,0,24,23,100,1804,1675,9,544,527,0,0,0,0,0,2,0,0,0,0,29,-5,0,0,0,0,0,1,0,0,113,0,0,0,626,3028,2581
2025-02-13,19,0,0,0,0,0,27,306,540,325,0,24,21,100,1915,1690,559,458,-77,0,0,0,0,0,2,0,0,0,0,29,-4,0,0,0,0,0,1,0,0,113,0,0,0,965,2966,2098
2025-02-13,20,44,0,-41,0,0,28,60,477,413,0,24,23,146,1720,1601,309,403,103,0,0,0,0,0,2,0,0,0,0,29,6,0,0,0,0,0,1,0,0,113,0,0,0,559,2653,2249
2025-02-13,21,134,0,-129,0,0,28,85,50,146,0,24,23,175,1895,1542,245,381,138,0,0,0,0,0,2,0,0,0,0,29,1,0,0,0,0,0,1,0,0,113,0,0,0,639,2379,1865
2025-02-13,22,165,0,-162,0,0,28,0,177,217,0,24,23,0,1551,1542,427,367,-32,0,0,0,0,0,2,0,0,0,0,29,10,0,0,0,0,0,1,0,0,113,0,0,0,592,2148,1742
2025-02-13,23,0,0,-44,0,0,28,50,21,-61,0,24,28,10,1438,1461,9,530,528,0,0,0,0,0,2,0,0,0,0,29,47,0,0,0,0,0,1,0,0,113,0,0,0,69,2042,2103
2025-02-13,24,54,0,-50,0,0,27,192,274,58,0,21,22,10,1444,1524,9,850,842,0,0,0,0,0,2,0,0,0,0,29,31,0,0,0,0,0,1,0,0,113,0,0,0,265,2618,2570
2025-02-14,1,34,17,-20,0,0,26,280,583,184,0,21,20,20,1548,1628,9,763,762,0,0,0,0,0,2,0,0,0,0,9,25,0,0,0,0,0,1,0,0,113,0,0,0,343,2941,2741
2025-02-14,2,34,0,-33,0,0,26,140,575,383,0,21,21,10,1607,1673,9,726,730,0,0,0,0,0,2,0,0,0,0,9,24,0,0,0,0,0,1,0,0,110,0,0,0,193,2938,2937
2025-02-14,3,45,0,-46,0,0,25,106,700,423,0,21,20,9,1605,1757,27,1013,994,0,0,0,0,0,2,0,0,0,0,9,18,0,0,0,0,0,1,0,0,104,0,0,0,187,3348,3298
2025-02-14,4,34,0,-34,0,0,25,0,310,318,0,21,18,10,1610,1658,54,1039,991,0,0,0,0,0,2,0,0,0,0,9,24,0,0,0,0,0,0,0,0,104,0,0,0,98,2989,3106
2025-02-14,5,34,0,-33,0,0,25,0,240,310,0,21,19,10,1610,1570,54,965,916,0,0,0,0,0,2,0,0,0,0,9,19,0,0,0,0,0,1,0,0,104,0,0,0,98,2845,2933
2025-02-14,6,43,0,-44,0,0,26,136,240,297,0,21,19,10,1610,1438,9,918,904,0,0,0,0,0,2,0,0,0,0,9,27,0,0,0,0,0,1,0,0,102,0,0,0,198,2798,2772
2025-02-14,7,103,0,-100,0,0,26,325,450,402,0,21,19,60,1660,1412,238,642,408,0,0,0,0,0,2,0,0,0,0,9,27,0,0,0,0,0,0,0,0,83,0,0,0,726,2782,2279
2025-02-14,8,135,0,-134,0,0,28,597,630,149,0,21,21,231,1675,1446,709,569,-121,0,0,0,0,0,2,0,0,0,0,9,31,0,0,0,0,0,1,0,0,84,0,0,0,1672,2904,1507
2025-02-14,9,93,0,-90,0,0,29,260,340,190,0,21,20,340,1701,1172,872,641,-200,0,0,0,0,0,2,0,0,0,0,9,29,0,0,0,0,0,0,0,0,104,0,0,0,1565,2712,1256
2025-02-14,10,96,0,-97,0,0,28,200,40,-146,0,21,20,697,1450,685,141,818,665,0,0,0,0,0,2,0,0,0,0,9,34,0,0,0,0,0,0,0,0,105,0,0,0,1134,2338,1296
2025-02-14,11,96,0,-98,0,0,28,380,75,-129,0,21,19,347,1030,580,36,1258,1215,0,0,0,0,0,2,0,0,0,0,9,29,0,0,0,0,0,0,0,0,105,0,0,0,859,2393,1751
2025-02-14,12,48,40,-13,0,0,27,462,0,-126,0,24,20,76,1305,893,9,795,812,0,0,0,0,0,2,0,0,0,0,9,12,0,0,0,0,0,0,0,0,105,0,0,0,595,2173,1732
2025-02-14,13,96,0,-92,0,0,26,300,0,-262,0,24,18,596,1440,851,54,1044,993,0,0,0,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,105,0,0,0,1046,2517,1647
2025-02-14,14,96,0,-97,0,0,25,250,0,-331,0,24,19,406,1307,964,36,867,830,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,105,0,0,0,788,2207,1518
2025-02-14,15,133,0,-127,0,0,24,398,0,-508,0,24,19,474,1357,932,54,673,626,0,0,0,0,0,2,0,0,0,0,9,-6,0,0,0,0,0,1,0,0,105,0,0,0,1059,2063,1068
2025-02-14,16,96,0,-98,0,0,24,524,0,-546,0,24,19,792,1258,519,9,596,584,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,105,0,0,0,1421,1887,609
2025-02-14,17,116,0,-115,0,0,24,678,0,-630,0,24,19,1041,1500,385,201,523,319,0,0,0,0,0,2,0,0,0,0,9,7,0,0,0,0,0,0,0,0,105,0,0,0,2036,2056,116
2025-02-14,18,96,0,-100,0,0,25,894,50,-818,0,24,20,350,1140,738,853,453,-384,0,0,0,0,0,2,0,0,0,0,9,17,0,0,0,0,0,1,0,0,105,0,0,0,2193,1676,-394
